pmid,title,journal,pubdate,query_families,keyword_domains,priority_score,candidate_status,abstract,abstract_status
36636815,Synergistic interaction of two bHLH transcription factors positively regulates artemisinin biosynthetic pathway in Artemisia annua L.,Physiologia plantarum,2023 Jan,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"The wonder drug artemisinin, a sesquiterpene lactone endoperoxide from Artemisia annua is the million-dollar molecule required to curb the deadliest disease, Malaria. One of the major challenges even today is to increase the concentration of artemisinin within plants. The transcription factors are important regulators of plant secondary metabolites and have the potential to regulate key steps or the whole biosynthetic pathway. In this study, we have identified and characterised two bHLH transcription factors (Aa6119 and Aa7162) from A. annua. Both the transcription factors turned out to be transcriptionally active and nuclear-localised typical bHLH proteins. In our study, we found that Aa6119 specifically binds to the E-box element present on the promoter of artemisinin biosynthetic gene, AMORPHA-4,11-DIENE SYNTHASE (ADS). The protein-DNA interaction confirmed by Yeast one-hybrid assay was specific as Aa6119 was unable to bind to the mutated E-boxes of ADS. Further, Aa6119 interacted physically with Aa7162, which was confirmed in vitro by Yeast two-hybrid assay and in vivo by Bimolecular Fluorescent complementation assay. Our quantitative expression studies have confirmed that Aa6119 and Aa7162 act synergistically in the regulation of artemisinin biosynthetic and trichome developmental genes. The higher accumulation of artemisinin content in the transient co-transformed transgenic plants than in the individual over-expression transgenic plants has further validated that Aa6119 and Aa7162 act positively and synergistically to regulate artemisinin accumulation.",retrieved
36442941,Comprehensive two-dimensional countercurrent chromatography × gas chromatography characterization of Artemisia argyi essential oil.,Analytica chimica acta,2023 Jan 2,terpene_essential_oil,chemistry,2,title_priority_only,"A comprehensive two-dimensional (2D) countercurrent chromatography (CCC) × gas chromatography (GC) was investigated for characterization of chemical constituents of Artemisia argyi essential oil, and orthogonality for the 2D chromatographic system was evaluated. A solvent system composed of n-hexane/acetonitrile/methanol (2:2:1, v/v/v) was selected for first dimensional separation of Artemisia argyi essential oil. Then all CCC fractions were analyzed by GC, which provided a wealth of information regarding the composition of the essential oil. Visualization of chemical compositions obtained from the comprehensive 2D CCC × GC separation was achieved by creation of a 2D contour plot map. Total peak capacity was evaluated and approximately 1392 peaks were obtained through a comprehensive 2D CCC × GC separation. A high spatial coverage and a low linear correlation coefficient were achieved. Meanwhile, all compounds were identified by GC-MS. The obtained 2D contour plot could be divided into six zones to show the characteristic chemical compositions. Six zones could be divided into different component groups, including monoterpenes, sesquiterpenes, monoterpene alcohols, phenols, aldehydes, ketones and esters, which could be used to identify compounds that have not been reported, and to predict the structure of unknown compounds in Artemisia argyi essential oil and comprehensively characterize fingerprint peak.",retrieved
36770797,Multivariate Analysis of Essential Oil Composition of Artemisia annua L. Collected from Different Locations in Korea.,"Molecules (Basel, Switzerland)",2023 Jan 23,terpene_essential_oil,chemistry,2,title_priority_only,"Artemisia annua L. is distributed throughout the world and it is an important medicinal plant in Korea to treat various human diseases. Recently, A. annua has also been considered to be an effective ethnobotanical drug against COVID-19. A. annua contains an appreciable amount of essential oil with different biological properties. However, the composition of essential oils in aromatic plants can be varied depending on several factors, including geographic, genetic, ecological, etc. Hence, the present study aimed to investigate the chemical diversity of essential oils of Korean A. annua collected from different locations in Korea by multivariate analysis. For this purpose, the seeds of A. annua were collected from 112 different locations in Korea and were grown under the same environmental conditions. Except for nine individuals which decayed during the cultivation, essential oils were isolated from the aerial parts of 103 A. annua individuals (AEOs) using the steam distillation extraction method, and their chemical compositions were determined by GC-MS analysis. Furthermore, a multivariate analysis was performed to distinguish the difference between 103 individuals of A. annua based on their essential oil compositions. The yield of A. annua essential oils ranged from 0.04 to 1.09% (v/w). Based on the GC-MS data, A. annua individuals were grouped into six chemotypes such as artemisia ketone, camphor, β-cubebene, eucalyptol, α-pinene, and β-selinene. The multivariate analysis results revealed that Korean A. annua could be largely grouped into three clusters such as artemisia ketone, eucalyptol, and β-selinene. Among 35 components selected for principal component analysis (PCA), PC1, PC2, and PC3 accounted for 82.55%, 8.74%, and 3.62%, respectively. Although all individuals of A. annua were cultivated under the same environmental conditions, there is an intraspecific chemical diversity that exists within Korean native species.",retrieved
36601986,"Artemongolides A-F, undescribed sesquiterpenoid dimers from Artemisia mongolica and their antihepatic fibrosis activities.",Organic & biomolecular chemistry,2023 Jan 25,terpene_essential_oil;sesquiterpene_lactone,chemistry,2,title_priority_only,"Artemongolides A-E (1-5), an unusual class of diseco-guaianolides featuring a rare fused 7-methylbicyclo[2.2.1]-2-ene-7-heptanol ring system, and artemongolide F (6), the first example of [4 + 2] Diels-Alder type adducts presumably incorporating a chain farnesane sesquiterpene and a guaianolide diene, were isolated from the whole plant of Artemisia mongolica. Their structures were elucidated based on the spectroscopic analyses of UV, IR, MS, and 1D and 2D NMR spectra. The absolute configurations of artemongolides A (1) and F (6) were determined by single-crystal X-ray crystallography, and those of artemongolides B-E (2-5) were established by ECD calculations. Cytotoxicity evaluation suggested that compound 1 exhibited activity against HSC-LX2 cells with an IC50 value of 165.0 μM, equivalent to that of the positive control silybin (IC50, 146.4 μM). Preliminary mechanism studies revealed that compound 1 could inhibit the deposition of human collagen type I (Col I), human hyaluronic acid (HA), and human laminin (HL) with IC50 values of 123.8, 160.4, and 139.20 μM.",retrieved
37156434,"Artemiprinolides A-M, thirteen undescribed sesquiterpenoid dimers from Artemisia princeps and their antihepatoma activity.",Phytochemistry,2023 Jul,terpene_essential_oil,chemistry,2,title_priority_only,"Bioassay-guided investigation of the active fraction of Artemisia princeps led to 13 undescribed sesquiterpenoid dimers, artemiprinolides A-M (1-13), together with 11 known ones (14-24). Their structures were elucidated by comprehensive spectroscopic data and absolute configurations were assigned based on single crystal X-ray diffraction data and ECD calculations. Structurally, all compounds were postulated to be derived from the Diels-Alder cycloaddition. The isolated dimers except 11 and 15 were assayed for their cytotoxicity against HepG2, Huh7, and SK-Hep-1 cell lines, of which four compounds (3, 13, 17, 18) exhibited obvious cytotoxicity with IC50 values ranging from 8.8 to 20.1 μM. Interestingly, the most active compounds 1 and 16 manifested significant cytotoxicity on the three tested hepatoma cell lines with IC50 values of 5.4, 4.1 (HepG2), 7.7, 5.6 (Huh7), and 11.8, 15.7 μM (SK-Hep-1), respectively, which were better than sorafenib. Compound 1 dose-dependently inhibited cell migration and invasion, and significantly induced the HepG2 cell arrest in G2/M phase by downregulating cdc2 and pcdc2 and upregulating cyclinB1; and induced apoptosis by downregulating Bcl-2 expression and upregulating Bax level. The molecular docking study implied that the carbonyl at the C-12' of 1 had a strong binding affinity with PRKACA.",retrieved
37169131,Artemisia argyi H.Lév. & Vaniot essential oil induces ferroptosis in pancreatic cancer cells via up-regulation of TFR1 and depletion of γ-glutamyl cycle.,Fitoterapia,2023 Jul,terpene_essential_oil;biosynthesis_genes,chemistry,2,title_priority_only,"Artemisia argyi H.Lév. & Vaniot, a traditional Chinese medicine with a history spanning over two millennia, has been extensively used in folk medicine to treat dysmenorrhea, uterine bleeding and inflammation. Recent studies have demonstrated that the essential oil extracted from Artemisia argyi H.Lév. & Vaniot, known as AAEO, exhibits significant anti-tumor properties against liver and lung cancers. There is a scarcity of research on the potential impact of AAEO on pancreatic cancer (PC) cells. In this study, UPLC-MS/MS-based metabolomics method was established to evaluate the effect of AAEO on the proliferation of PC cells. The differential compounds included 5-oxoproline, glutamate, γ-glutamylcysteine, glutathione, arachidonic acid, adrenal acid and linoleic acid were detected by metabolomics, enriching in the γ-glutamyl cycle and polyunsaturated fatty acid metabolism, which were closely related to ferroptosis. Meanwhile, AAEO dramatically increased the levels of intracellular iron ion via up-regulation of TFR1, augmented reactive oxygen species and malondialdehyde in a dose-dependent manner by down-regulation of γ-glutamyl cycle through decreasing expressions of SLC7A11. Additionally, β-caryophyllene oxide, one of the main components of AAEO, could covalently bind to Cys in SW1990 cells to form a conjugate Cpo-Cys, resulting in the inhibition of glutathione synthesis. Importantly, the ferroptosis inhibitor deferoxamine significantly blocked the inhibitory effect of AAEO on SW1990 cells. Meanwhile, β-caryophyllene oxide, dihydro-β-ionone and α-bisabolol had strong binding force with GPX4, SLC7A11 and TFR1, respectively. These findings showed that AAEO induced ferroptosis via regulation of γ-glutamyl cycle by SLC7A11 and iron disorders by TFR1. Our study discovered AAEO as a potential therapeutic approach to induce ferroptosis to prevent or treat PC.",retrieved
37187257,"Genotoxicity, acute toxicity and chronic toxicities of ethyl acetate leaf extract of Artemisia ludoviciana Nutt. spp mexicana, on fasciolicidal efficacy.",Experimental parasitology,2023 Jul,safety,phenotype,2,title_priority_only,,no_abstract
37649886,"Genome-wide identification of bZIP transcription factor family in Artemisia annua, its transcriptional profiling and regulatory role in phenylpropanoid metabolism under different light conditions.",Physiology and molecular biology of plants : an international journal of functional plant biology,2023 Jul,biosynthesis_genes;genomics_phylogenomics,genomics,2,title_priority_only,"UNLABELLED: The basic leucine zipper (bZIP) protein transcription factors are known to modulate development, plant growth, metabolic response, and resistance to several biotic and abiotic stressors and have been widely studied in the model plant Arabidopsis thaliana. However, no comprehensive information about the bZIP transcription factor family in Artemisia annua has been explored to date. In this genome-wide study, we identified 61 bZIP TFs after removing false positives and incomplete sequences from Artemisia annua. Seven highly expressed homolog AabZIP TF genes under UV-B and differential light conditions in different tissues were identified from the publicly available microarray dataset as having their cis-regulatory elements involved in, flavonoids biosynthesis, seed-specific gene regulation, stress responses, and metabolic regulation. In-silico analysis and electrophoretic mobility shift assay (EMSA) confirmed the interaction of AabZIP19 TF over the AaPAL1 promoter in order to regulate the phenolics and flavonoid biosynthesis via the phenylpropanoid pathway. Further, RT-PCR analysis has been carried out to validate the transcript levels of selected AabZIP genes under white light, red light, blue light (45 min), and UV-B exposure (12 and 24 h). These genes have their highest expression levels under UV-B and blue light exposure, in contrast with white light. Therefore, the detection of ROS through staining confirms the accumulation of superoxide radicals and H2O2, and in addition to reducing ROS accumulation under UV-B and blue light irradiation, total phenols and flavonoids are significantly enhanced. This study laid the groundwork for deciphering the possible role of AabZIP TFs under different light stress-responsive conditions and in the regulation of secondary metabolism. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s12298-023-01338-0.",retrieved
37513290,An Estimation of the Antiviral Activity and Toxicity of Biologically Active Substances Obtained from the Raw Materials of Artemisia cina Berg. In Vitro and In Vivo.,"Molecules (Basel, Switzerland)",2023 Jul 14,safety,phenotype,2,title_priority_only,"Species of the genus Artemisia are well known for their use as ingredients in ancient medicine. The advantage of using plant extracts compared to individual pharmaceutical ingredients is the rate of adaptation of the pathogenic microorganisms to the drug. Due to the rapid development of multidrug-resistance in microorganisms in the field, it is essential to search for novel, effective drugs with low toxicity. Therefore, the purpose of this study was to isolate and study the biologically active substances obtained from various substances in the raw materials of Artemisia cina Berg. The identification of the main biologically active components was performed using the method of chromato-mass spectrometry. Moreover, the antiviral activity of several extracts was studied using the method of measuring limiting dilutions (the Reed-Mench method), with some modifications. For the first time, the biological activity of extracts from the raw material of Artemisia cina Berg. upon the SARS-CoV-2 virus was confirmed. All the obtained extracts exhibited nontoxic effects in animals, with an LD50 greater than 2 g/kg. Comprehensive toxicological analyses are also presented in the study, such as those of the biochemical parameters of urine after one day and one week of the extracts' administration in mice at a dose of 2 g/kg body weight. In all groups of animals that received extracts of Artemisia cina Berg., a slight increase in the presence of red blood cells in their urine was observed one day following the administration of the extracts. This increase decreased somewhat after a week; however, it remained higher than the levels observed in the control animals. In the three groups, there was also a slight increase in the amount of ketones in the urine. Two weeks following the administration of the extracts to these groups, the internal organs of the animals were examined. The examination showed that the internal organs of the animals that received the extracts were not visibly different from those of the control animals in terms of their size or appearance. The weight of the internal organs of the animals that received the extracts was also similar to the weight of the internal organs of the control animals, illustrating the absence of toxicity.",retrieved
37019158,"Myorelaxant and antispasmodic effects of the essential oil of Artemisia campestris L., and the molecular docking of its major constituents with the muscarinic receptor and the L-type voltage-gated Ca(2+)channel.",Journal of ethnopharmacology,2023 Jul 15,terpene_essential_oil,chemistry,2,title_priority_only,"ETHNOPHARMACOLOGICAL RELEVANCE: Gastrointestinal disorders are among the most common diseases that cause discomfort to people who are affected. In Morocco, aromatic and medicinal plants are widely used to calm these pains and eliminate their symptoms. Among these plants, Artemisia campestris L. which is used in eastern Morocco to treat digestive system problems. AIM OF THE STUDY: Our study aimed to experimentally verify the traditional use of this plant by evaluating the myorelaxant and antispasmodic effects of the essential oil of Artemisia campestris L. (EOAc). MATERIALS AND METHODS: Gas Chromatography-Mass Spectrometry analysis (GC-MS) was performed to identify the compounds present in the EOAc. Then, these molecules were subjected to the in silico study for molecular docking. The myorelaxant and antispasmodic evaluation of the EOAc were tested in vitro on an isolated rabbit and rat jejunum mounted on an organ bath. Then, an isotonic transducer connected to an amplifier recorded the graph related to intestinal contractility. RESULTS: GC-MS analysis of the essential oil of Artemisia campestris L. showed the presence of m-Cymene (17.308%), Spathulenol (16.785%), β Pinene (15.623%), α Pinene (11.352%), α.-Campholenal (8.848%) as main constituents. The EOAc gave a dose-dependent and reversible myorelaxant effect on the spontaneous contractions of jejunum isolated from rabbits, with an IC50 equal to 72.16 ± 15.93 μg/mL. This effect did not occur through adrenergic receptors. The EOAc has an antispasmodic effect on the contractions of rat jejunal induced by a medium with low (25 mM) or high concentration (75 mM) of KCl, and carbachol 10-6 M. The obtained inhibitory effects are comparable to those of a non-competitive antagonist of cholinergic receptors. The major compounds of EOAc allowed the establishment of a relationship between these phytoconstituents and the antispasmodic effect found by the EOAc. The obtained results are also supported by a docking study. CONCLUSION: The obtained results confirm favorably the use of Artemisia campestris L. in traditional Moroccan medicine for the treatment of digestive tract illness, which gives us a new route to valorize the effects obtained by a phytomedicine specific for the digestive tract.",retrieved
37301341,Chitosan-pullulan films enriched with Artemisia annua essential oil: Characterization and application in grape preservation.,International journal of biological macromolecules,2023 Jul 15,terpene_essential_oil;safety,chemistry,2,title_priority_only,"Composite films were prepared using a flow casting method, with chitosan and pullulan as film-forming agents and Artemisia annua essential oil as the UV absorber. The utility of the composite films for preserving grape berries was assessed. The effect of the added Artemisia annua essential oil on the physicochemical properties of the composite film was investigated to determine the optimal amount of essential oil that should be added to the composite film. When the Artemisia annua essential oil content was 0.8 %, the elongation at break of the composite film increased to 71.25 ± 2.87 % and the water vapor transmission rate decreased to 0.378 ± 0.007 g‧mm/(m2‧h‧kpa). The transmittance of the composite film was almost 0 % in the UV region (200-280 nm) and <30 % in the visible light region (380-800 nm), reflecting the UV absorption by the composite film. Additionally, the composite film extended the storage time of the grape berries. Therefore, the composite film containing Artemisia annua essential oil may be a promising fruit packaging material.",retrieved
36541391,Artemisinin as a therapeutic vs. its more complex Artemisia source material.,Natural product reports,2023 Jul 19,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone,2,title_priority_only,"Covering: up to 2017-2022Many small molecule drugs are first discovered in nature, commonly the result of long ethnopharmacological use by people, and then characterized and purified from their biological sources. Traditional medicines are often more sustainable, but issues related to source consistency and efficacy present challenges. Modern medicine has focused solely on purified molecules, but evidence is mounting to support some of the more traditional uses of medicinal biologics. When is a more traditional delivery of a therapeutic appropriate and warranted? What studies are required to establish validity of a traditional medicine approach? Artemisia annua and A. afra are two related but unique medicinal plant species with long histories of ethnopharmacological use. A. annua produces the sesquiterpene lactone antimalarial drug, artemisinin, while A. afra produces at most, trace amounts of the compound. Both species also have an increasing repertoire of modern scientific and pharmacological data that make them ideal candidates for a case study. Here accumulated recent data on A. annua and A. afra are reviewed as a basis for establishing a decision tree for querying their therapeutic use, as well as that of other medicinal plant species.",retrieved
37163901,In vivo anti-hepatitis B activity of Artemisia argyi essential oil-loaded nanostructured lipid carriers. Study of its mechanism of action by network pharmacology and molecular docking.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2023 Jul 25,terpene_essential_oil;safety,chemistry,2,title_priority_only,"BACKGROUND: Hepatitis B virus (HBV) infection remains a major global health burden, due to the increasing risk of complications, such as cirrhosis and hepatocellular carcinoma. Novel anti-HBV agents are critical required. Our previous study suggested that Artemisia argyi essential oil (AAEO) significantly inhibited the replication of HBV DNA and especially the secretion of hepatitis B antigen in vitro. PURPOSE: The aim of this study was to prepare AAEO loaded nanostructured lipid carriers (AAEO-NLCs) for the delivery of AAEO to the liver, investigated the therapeutic benefits of AAEO-NLCs against HBV in a duck HBV (DHBV) model and explored its potential mechanism. STUDY DESIGN AND METHODS: AAEO-NLCs were prepared by hot homogenization and ultrasonication method. The DHBV-infected ducks were treated with AAEO (4 mg/kg), AAEO-NLCs (0.8, 4, and 20 mg/kg of AAEO), and lamivudine (20 mg/kg) for 15 days. The DHBV DNA levels in the serum and liver were measured by quantitative Real-Time PCR. Pharmacokinetics and liver distribution were performed in rats after oral administration of AAEO-NLCs and AAEO suspension. The potential antiviral mechanism and active compounds of AAEO were investigated by network pharmacology and molecular docking. RESULTS: AAEO-NLCs markedly inhibited the replication of DHBV DNA in a dose-dependent manner and displayed a low virologic rebound following withdrawal the treatment in DHBV-infected ducks. Moreover, AAEO-NLCs led to a more pronounced reduction in viral DNA levels than AAEO suspension. Further investigations of pharmacokinetics and liver distribution in rats confirmed that NLCs improved the oral bioavailability and increased the liver exposure of AAEO. The potential mechanisms of AAEO against HBV explored by network pharmacology were associated with signaling pathways related to immune response, such as tumor necrosis factor, nuclear factor kappa B, and sphingolipid signaling pathways. Furthermore, a total of 16 potential targets were obtained, including prostaglandin-endoperoxide synthase-2 (PTGS2), caspase-3, progesterone receptor, etc. Compound-target docking results confirmed that four active compounds of AAEO had strong binding interactions with the active sites of PTGS2. CONCLUSIONS: AAEO-NLCs displayed potent anti-HBV activity with improved oral bioavailability and liver exposure of AAEO. Thus, it may be a potential therapeutic strategy for the treatment of HBV infection.",retrieved
37337774,"Artemannuols A-C, novel sesquiterpenoid-flavonol hybrids with antihepatoma activity from Artemisia annua.",Organic & biomolecular chemistry,2023 Jul 5,terpene_essential_oil,chemistry,2,title_priority_only,"Artemisia annua, also known as ""Qinghao"" in Chinese, is a famous traditional Chinese medicine and has been used for the treatment of malaria and various tumors. In this study, three novel sesquiterpenoid-flavonol hybrids, artemannuols A-C (1-3), were isolated and elucidated by extensive spectral data and ECD calculations. Structurally, artemannuols A-C (1-3) are the first examples of sesquiterpenoid-flavonol hybrids fused by an ether bond, among which artemannuols A and B (1 and 2) are composed of bisabolane-type sesquiterpenoid and flavonol moieties, and artemannuol C (3) is composed of humulane-type sesquiterpenoid and flavonol moieties. The antihepatoma assay suggested that compounds 1-3 showed inhibitory effects against HepG2, Huh7, and SK-Hep-1 cell lines with IC50 values in the range of 32.7 to 70.4 μM.",retrieved
37420038,Nanoliposomes containing three essential oils from the Artemisia genus as effective larvicides against Aedes aegypti and Anopheles stephensi.,Scientific reports,2023 Jul 7,terpene_essential_oil,chemistry,2,title_priority_only,"Aedes aegypti and Anopheles stephensi have challenged human health by transmitting several infectious disease agents, such as malaria, dengue fever, and yellow fever. Larvicides, especially in endemic regions, is an effective approach to the control of mosquito-borne diseases. In this study, the composition of three essential oil from the Artemisia L. family was analyzed by Gas Chromatography-Mass Spectrometry. Afterward, nanoliposomes containing essential oils of A. annua, A. dracunculus, and A. sieberi with particle sizes of 137 ± 5, 151 ± 6, and 92 ± 5 nm were prepared. Besides, their zeta potential values were obtained at 32 ± 0.5, 32 ± 0.6, and 43 ± 1.7 mV. ATR-FTIR analysis (Attenuated Total Reflection-Fourier Transform InfraRed) confirmed the successful loading of the essential oils. Moreover, The LC50 values of nanoliposomes against Ae. aegypti larvae were 34, 151, and 197 µg/mL. These values for An.stephensi were obtained as 23 and 90, and 140 µg/mL, respectively. The results revealed that nanoliposomes containing A. dracunculus exerted the highest potential larvicidal effect against Ae. aegypti and An. stephensi, which can be considered against other mosquitoes.",retrieved
37062345,The first phytochemical investigation of Artemisia nujianensis: Eight new guaianolides and their anti-inflammatory activity.,Fitoterapia,2023 Jun,terpene_essential_oil;sesquiterpene_lactone,lactone,2,title_priority_only,"The first phytochemical investigation of Artemisia nujianensis resulted in the isolation of eight new guaianolides (1-8) and six known analogs. Their structures were determined by extensive analysis of 1D and 2D NMR data, HRESIMS data, DFT NMR calculations, and X-ray diffraction studies. Some compounds were evaluated for their anti-inflammatory activities in LPS-stimulated RAW 264.7 cells. Compounds 5, 7 and 9 showed moderate inhibitory effects on LPS-induced NO production in RAW 264.7 cells, with IC50 values of 12.50 ± 0.21, 9.53 ± 0.14 and 6.85 ± 0.11 μM, respectively.",retrieved
37089824,Comparative assessment of hepatoprotective properties of Artesunate and flavonoids from Artemisia annua on acetaminophen and carbon tetrachloride-induced cytotoxicity in primary mice hepatocytes.,Metabolism open,2023 Jun,sesquiterpene_lactone,phenotype,2,title_priority_only,"BACKGROUND: Artesunate (ART) is a semi-synthetized molecule from Artemisinin, an active compound isolated from the medicinal plant Artemisia annua, widely used for the treatment of malaria. Previous studies reported that ART may exert a dual effect on the liver. Accordingly, this study investigated the potential protective action of ART against Acetaminophen (APAP) and Carbon tetrachloride (CCl4)-induced hepatotoxicity in primary mice hepatocytes, in comparison to that of flavonoid extracted from A. annua (FAA). In addition, the antioxidant properties of FAA were also assessed. METHODS: The antioxidant activities of FAA and Ascorbic acid (ASC) (0.01-100 μg/mL) were assessed through inhibition of lipid peroxidation, reduction of ferric and phosphomolydenum, and hydroxyl and DPPH radicals scavenging assays. The hepatoprotective effects of FAA and ART (0.1-100 μg/mL) were evaluated against APAP (11 mM) or CCl4 (4 mM) induced oxidative damage in primary mouse hepatocytes. Biochemical parameters associated with hepatotoxicity assessed include cell viability, cell membrane integrity, cellular glutathione, and antioxidant enzyme activities. RESULTS: The obtained finding revealed FAA displayed a remarkable antioxidant activities as evidenced by the low IC50/EC50 values (3.85-19.32 μg/mL), comparable to that of ASC (3.26-18.04 μg/mL). When tested at 10 μg/mL, both FAA and ART significantly (p˂0.05) preserved cell viability, inhibited alanine aminotransferase leakage and lipid membrane peroxidation, and restored superoxide dismutase and catalase activities and glutathione content induced by APAP or CCl4 in a similar way as Silymarin. However, ART showed a significant (p˂0.05) cytotoxic effect on hepatocytes at 100 and 1000 μg/mL and did not confer obvious protection at 100 μg/mL. CONCLUSION: Overall, our data demonstrated that ART harms mice hepatocytes at high concentration while conferring relative protection against APAP and CCl4-hepatotoxicity at low concentration. In contrast, FAA effectively protects liver cells without cytotoxicity effect, event at 100 μg/mL. Accordingly, ART should be given to the patient only under a medical prescription.",retrieved
37123072,Optimization of in vitro and in vivo antifungal effects of trehalose coating included Artemisia sieberi essential oil on mulberry (Morus alba var. nigra) fruits using the hybrid RSM-GRA method.,Food science and biotechnology,2023 Jun,terpene_essential_oil,chemistry,2,title_priority_only,"Mulberry is prone to microbial contamination due to mechanical damage during the harvesting. This study aimed to determine, and optimize fruit microbial loads, and in vitro and in vivo antifungal effects of trehalose coating including Artemisia sieberi essential oil on mulberry fruits using hybrid RSM-GRA. Among all treatments, dropping height of 1.2 m, storage regimes of 3 days, and concentration of 1%, resulted in a pH of 3.188, a moisture content of 89.193%, a dry matter content of 10.807%, a total soluble solids (TSS) of 8.537°brix, an radial growth of fungus (RGF) of 1.193 cm for purple mulberry fruit, and dropping height of 0.6 m, storage regimes of 2 days, and concentration of 1% for black mulberry fruit, leading to a pH of 3.182, a moisture content of 84.80%, a dry matter content of 15.230%, a TSS of 9.690°brix, an RGF of 1.460 cm were the best conditions for mulberry fruit.",retrieved
37193491,Isolation of potent antileishmanial agents from Artemisia kermanensis Podlech using bioguided fractionation.,Journal of parasitic diseases : official organ of the Indian Society for Parasitology,2023 Jun,antiparasitic;safety,phenotype,2,title_priority_only,"Leishmaniasis is a major health problem worldwide with different clinical forms that depend on the parasite, the host's immune system, and immune-inflammatory responses. This study aimed to evaluate the secondary metabolites from Artemisia kermanensis Podlech by bioguided fractionation against Leishmania major. The chemical structures of the isolated compounds were determined based on analysis of mass and nuclear magnetic resonance spectra. Antileishmanial activity were determined on promastigotes and amastigotes. Chemical structures of the isolated compound were as 1-Acetoxy-3,7-dimethyl-7-hydroxy-octa-2E,5E-dien-4-one for compound 1 and 5,7-dihydroxy-3',4',6-trimethoxyflavone (Eupatilin) for compound 2, and 5,7,3'-Trihydroxy-6,4',5'-trimethoxyflavone for compound 3. Compound 2 were confirmed by significant activity with IC50 of less than 50 μg/ml for 24 and 48 h in clinical form (amastigotes). Compound 3 demonstrated high susceptibility with an IC50 of less than 30 μg/ml for promastigotes for 24 h. The bioguided fractionation of A. kermanensis resulted the isolation of potent antileishmanial agents with a low toxicity effect on macrophages. These plant metabolites can be a candidate as a drug for treating cutaneous leishmaniasis.",retrieved
37021639,Future antimalarials from Artemisia? A rationale for natural product mining against drug-refractory Plasmodium stages.,Natural product reports,2023 Jun 21,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,phenotype,2,title_priority_only,"Covering: up to 2023Infusions of the plants Artemisia annua and A. afra are gaining broad popularity to prevent or treat malaria. There is an urgent need to address this controversial public health question by providing solid scientific evidence in relation to these uses. Infusions of either species were shown to inhibit the asexual blood stages, the liver stages including the hypnozoites, but also the sexual stages, the gametocytes, of Plasmodium parasites. Elimination of hypnozoites and sterilization of mature gametocytes remain pivotal elements of the radical cure of P. vivax, and the blockage of P. vivax and P. falciparum transmission, respectively. Drugs active against these stages are restricted to the 8-aminoquinolines primaquine and tafenoquine, a paucity worsened by their double dependence on the host genetic to elicit clinical activity without severe toxicity. Besides artemisinin, these Artemisia spp. contain many natural products effective against Plasmodium asexual blood stages, but their activity against hypnozoites and gametocytes was never investigated. In the context of important therapeutic issues, we provide a review addressing (i) the role of artemisinin in the bioactivity of these Artemisia infusions against specific parasite stages, i.e., alone or in association with other phytochemicals; (ii) the mechanisms of action and biological targets in Plasmodium of ca. 60 infusion-specific Artemisia phytochemicals, with an emphasis on drug-refractory parasite stages (i.e., hypnozoites and gametocytes). Our objective is to guide the strategic prospecting of antiplasmodial natural products from these Artemisia spp., paving the way toward novel antimalarial ""hit"" compounds either naturally occurring or Artemisia-inspired.",retrieved
37044183,"Mitochondrial genome of Artemisia argyi L. suggested conserved mitochondrial protein-coding genes among genera Artemisia, Tanacetum and Chrysanthemum.",Gene,2023 Jun 30,genomics_phylogenomics,genomics,2,title_priority_only,"BACKGROUND: Artemisia argyi L., also known as mugwort, is a perennial herb whose leaves are commonly used as a source of traditional medicines. However, the evolution and structure of the mitochondrial genome (mitogenome) in A. argyi remain unclear. In this study, the mitogenome of A. argyi was assembled and characterized for the first time. RESULTS: The mitogenome of A. argyi was a circular molecule of 229,354 bp. It encodes 56 genes, including 33 protein-coding genes (PCGs), 20 tRNA genes, and three rRNA genes, and three pseudogenes. Five trans-spliced introns were observed in three PCGs namely, nad1, nad2 and nad5. Repeat analysis identified 65 SSRs, 14 tandem repeats, and 167 dispersed repeats. The A. argyi mitogenome contains 12 plastid transfer sequences from 79 bp to 2552 bp. Five conserved MTPTs were identified in all 18 Asteraceae species. Comparison of mitogenome between A. argyi and one Artemisia specie and two Chrysanthemum species showed 14 conserved gene clusters. Phylogenetic analysis with organelle genomes of A. argyi and 18 other Anthemideae plants showed inconsistent phylogenetic trees, which implied that the evolutionary rates of PCGs and rrna genes derived from mitochondrion and plastid were incongruent. The Ka/Ks ratio of the 27 shared protein-coding genes in the 18 Anthemideae species are all less than 1 indicating that these genes were under the effect of purifying selection. Lastly, a total of 568 RNA editing sites in PCGs were further identified. The average editing frequency of non-synonymous changes was significantly higher than that of synonymous changes (one-sample Student's t-test, p-values ≤ 0.05) in three tissues (root, leaf and stem). CONCLUSIONS: In this study, the gene content, genome size, genome comparison, mitochondrial plastid sequences, dN/dS analysis of mitochondrial protein-coding genes, and RNA-editing events in A. argyi mitogenome were determined, providing insights into the phylogenetic relationships of Asteraceae plant.",retrieved
