pmid,title,decision,evidence_scope,decision_rationale
38827342,"The Effect of Bacillus Cereus on the Ion Homeostasis, Growth Parameters, and the Expression of Some Genes of Artemisinin Biosynthesis Pathway in Artemisia Absinthium Under Salinity Stress.",include_primary_synthesis,"rhizobacteria, salinity, ADS/CYP71AV1 expression, and A. absinthium artemisinin","Primary stress-response study; does not establish parasite efficacy or a safe production intervention."
37492095,"Pre-clinical toxicity assessment of Artemisia absinthium extract-loaded polymeric nanoparticles associated with their oral administration.",include_primary_safety,"oral A. absinthium extract nanoparticles and acute rat toxicity","Primary formulation toxicology; does not define human safe dose or therapeutic window."
22978517,"Antihistomonal effects of artemisinin and Artemisia annua extracts in vitro could not be confirmed by in vivo experiments in turkeys and chickens.",include_primary_synthesis,"A. annua and artemisinin in vitro/in vivo Histomonas meleagridis comparison","Primary negative translation control; retain parasite, host, dose, and preparation boundaries."
37247107,"Environmental differences between Japan and Indonesia provide endophyte diversity associated with Artemisia plant and variety of artemisinin derivatives in microbial conversion.",include_primary_synthesis,"environment-linked endophytes and microbial conversion of artemisinin","Primary endophyte/biotransformation study; not direct evidence of plant-native pathway flux or parasite efficacy."
36895880,"Elevation of artemisinin content by co-transformation of artemisinin biosynthetic pathway genes and trichome-specific transcription factors in Artemisia annua.",include_primary_synthesis,"multi-gene and trichome-factor engineering of artemisinin production","Primary engineered production study; retain progeny-stability and non-parasite boundaries."
30200700,"[Prokaryotic expression， purification and crystallization of CYP71AV1, key enzyme in artemisinin biosynthesis].",include_primary_synthesis,"CYP71AV1 protein expression, heme characterization, and crystallization method","Primary protein-method study; no solved structure or cross-species functional inference."
28840973,"Absolute configuration of the ocimene monoterpenoids from Artemisia absinthium.",include_primary_synthesis,"VCD/DFT and NMR stereochemical assignment of A. absinthium ocimenes","Primary structure-confirmation study; no abundance, pathway, or anthelmintic inference."
26692746,"Seasonal variation in the chemical composition, antioxidant activity, and total phenolic content of Artemisia absinthium essential oils.",include_primary_synthesis,"A. absinthium seasonal essential-oil chemotype and yield","Primary harvest-stage chemistry study; antioxidant endpoints are not parasite efficacy."
26265576,"(Chemotaxonomic) Implications of Postharvest/Storage-Induced Changes in Plant Volatile Profiles--the Case of Artemisia absinthium L. Essential Oil.",include_primary_synthesis,"drying/storage evaporation and transformation of wormwood volatiles","Primary postharvest chemistry/modeling study; no efficacy or safety conclusion."
23393756,"Bioassay of Artemisia annua leaf extracts and artemisinin against larvae of Culex quinquefasciatus and Culex tritaeniorhynchus.",include_primary_synthesis,"A. annua extracts, artemisinin, and Culex larvicidal activity","Primary vector-control assay; retain extract/compound and non-target safety boundaries."
31238388,"Optimisation of artemisinin and scopoletin extraction from Artemisia annua with a new modern pressurised cyclic solid-liquid (PCSL) extraction technique.",include_primary_synthesis,"A. annua extraction process comparison for artemisinin and scopoletin","Primary process study; does not establish clinical suitability, stability, or terpene-specific activity."
36976653,"Phylogenomics and morphological evolution of the mega-diverse genus Artemisia (Asteraceae: Anthemideae): implications for its circumscription and infrageneric taxonomy.",include_primary_synthesis,"broad Artemisia nuclear phylogenomics and infrageneric evolution","Primary genus-scale phylogenomics directly informs species-tree sampling; it does not provide terpene-gene orthology or metabolite evolution."
20701707,"Genome size dynamics in Artemisia L. (Asteraceae): following the track of polyploidy.",include_primary_synthesis,"Artemisia genome-size and polyploidy evolution","Primary cytogenomic/phylogenetic study; genome size is a covariate, not a direct terpene copy-number or pathway result."
39206258,"A comparative analysis of chloroplast genomes revealed the chloroplast heteroplasmy of Artemisia annua.",include_primary_synthesis,"A. annua strain-level chloroplast variation and phylogeny","Primary accession-genomics study; plastome structure does not establish nuclear terpene evolution or artemisinin causality."
25561559,"Dried whole-plant Artemisia annua slows evolution of malaria drug resistance and overcomes resistance to artemisinin.",include_primary_synthesis,"whole-plant malaria resistance resilience in rodent models","Primary preclinical resistance study; whole-plant multicomponent attribution and human translation remain bounded."
3328341,"The effect of combinations of qinghaosu (artemisinin) with standard antimalarial drugs in the suppressive treatment of malaria in mice.",include_primary_synthesis,"artemisinin combination and parasite-resistance-strain interaction","Primary rodent combination study; partner-specific synergy/antagonism does not identify a plant-matrix mechanism."
26957971,"Variations in antimalarial components of Artemisia annua Linn from three regions of Uganda.",include_primary_synthesis,"regional A. annua artemisinin, flavonoid, and aromatic-oil variation","Primary origin-dependent chemistry study; associations do not establish synergy or clinical efficacy."
34050229,"Aging affects artemisinin synthesis in Artemisia annua.",include_primary_synthesis,"age-associated small-RNA, transcript, and artemisinin changes","Primary developmental regulatory study; correlation and species-transfer limits remain."
18814663,"Chemical composition of the essential oil of Artemisia absinthium growing wild in Iran.",include_primary_synthesis,"regional wormwood beta-pinene/beta-thujone chemotype","Primary essential-oil chemistry study; no vermifuge efficacy or safety endpoint."
29636758,"Selection and Clonal Propagation of High Artemisinin Genotypes of Artemisia annua.",include_primary_synthesis,"high-artemisinin genotype selection and clonal field propagation","Primary agronomic and production study; does not establish natural evolution or parasite potency."
26752994,"Sequence characterized amplified region marker as a tool for selection of high-artemisinin containing species of Artemisia.",include_primary_synthesis,"cross-species SCAR marker and HPLC artemisinin selection","Primary marker-assisted selection study; marker validation and pathway function remain open."
1755047,"Trial of antimalarial potential of extracts of Artemisia annua grown in Myanmar.",include_historical_context,"historical A. annua extract antimalarial trial","Title- and metadata-level historical primary report; full-text recovery is required before extracting dose, endpoint, or clinical conclusions."
20657468,"Flavonoids from Artemisia annua L. as antioxidants and their potential synergism with artemisinin against malaria and cancer.",include_review_context,"A. annua flavonoid/artemisinin matrix and synergy hypothesis","Relevant critical review for matrix and pharmacokinetic hypotheses; flavonoids are non-terpenes and review-level claims are not substitutes for matched primary assays."
20819704,"[Genetic and breeding of Artemisia annua L. for a sustainable production of the antimalarial drug artemisinin].",include_review_context,"A. annua genetic improvement and artemisinin production","Production-focused review; retain as historical context and do not infer natural evolutionary mechanisms from breeding outcomes."
18814660,"Effect of drying temperature on essential oil content and composition of sweet wormwood (Artemisia annua) growing wild in Iran.",include_primary_synthesis,"drying-temperature effects on A. annua essential-oil yield and mono/sesquiterpene composition","Primary controlled postharvest chemistry study; extraction and drying conditions are required for interpretation and no parasite assay was reported."
22833781,"Effect of external stress on density and size of glandular trichomes in full-grown Artemisia annua, the source of anti-malarial artemisinin.",include_primary_synthesis,"external stress, glandular-trichome density/size, and A. annua artemisinin context","Primary field/greenhouse trichome phenotyping; stress effects were modest and clone/leaf-position dependent, so no universal elicitation claim is allowed."
33531542,"A metabolomic approach to target antimalarial metabolites in the Artemisia annua fungal endophytes.",include_primary_synthesis,"A. annua fungal-endophyte metabolomics and antimalarial screening","Primary endophyte metabolomics study; emodin and physcion are non-terpene comparator leads and predicted activity is separated from validated assay results."
34797496,"Potential Emergence of Plasmodium Resistance to Artemisinin Induced by the Use of Artemisia annua for Malaria and COVID-19 Prevention in Sub-African Region.",include_review_context,"unapproved A. annua use and artemisinin-resistance risk","Risk-focused review; use for stewardship and resistance framing, not as a measured resistance-evolution experiment."
22223333,"Extracellular heme enhances the antimalarial activity of artemisinin.",include_primary_synthesis,"heme-dependent artemisinin activation and P. falciparum activity","Primary mechanistic parasite assay; heme potentiation and oxidative readouts do not establish a single protein receptor or safe botanical dose."
23570523,"Volatile composition and antimicrobial activity of the essential oil of Artemisia absinthium growing in Western Ghats region of North West Karnataka, India.",include_primary_synthesis,"regional A. absinthium oil composition and antimicrobial phenotype","Primary regional oil study; traditional anthelmintic use is contextual, while the reported assays were bacterial/fungal and do not demonstrate vermifuge activity."
28346993,"Artemisia sieberi Besser essential oil and treatment of fungal infections.",include_review_context,"A. sieberi thujone-rich oil, wormicide reputation, and fungal-treatment review","Review contextualizes a wormicide reputation and reports fungal evidence; it does not establish a nematode assay or transfer efficacy to A. absinthium."
16572925,"Assessment of the toxicity of Artemisia inculta extract on the bone marrow of mice infected with schistosomiasis.",include_primary_synthesis,"A. inculta schistosomiasis treatment context and bone-marrow safety","Primary infected-mouse safety study; normal bone marrow at tested doses does not establish liver/brain safety, terpene causality, or human translation."
19236169,"Artemisia species: From traditional medicines to modern antimalarials--and back again.",include_review_context,"traditional Artemisia medicines and modern antimalarial transition","Relevant review context for historical use and translation; extract claims remain preparation- and evidence-level specific."
21030307,"Pitfalls in new artemisinin-containing antimalarial drug development.",include_review_context,"artemisinin product quality, ACT development, and bioequivalence","Translation-focused review; supports quality and bioequivalence boundaries rather than a new efficacy estimate."
9037139,"State of the art of the production of the antimalarial compound artemisinin in plants.",include_review_context,"historical A. annua artemisinin production and plant-biotechnology strategies","Production review useful for historical pathway and scale-up context; not a current yield benchmark or clinical evidence."
9702527,"EPR evidence for the involvement of free radicals in the iron-catalysed decomposition of qinghaosu (artemisinin) and some derivatives; antimalarial action of some polycyclic endoperoxides.",include_primary_synthesis,"EPR evidence for iron-catalyzed artemisinin radical chemistry","Primary chemical-mechanism study; radical formation supports activation hypotheses but does not identify the lethal parasite target."
11809456,"The monoterpenes of Artemisia tridentata ssp. vaseyana, Artemisia cana ssp. viscidula and Artemisia tridentata ssp. spiciformis.",include_primary_synthesis,"cross-species regular and irregular monoterpene isolation","Primary structure-confirmed C10 chemistry study; isolated compounds are not species means and no antiparasitic phenotype was reported."
16650427,"Quantitation of artemisinin and its biosynthetic precursors in Artemisia annua L. by high performance liquid chromatography-electrospray quadrupole time-of-flight tandem mass spectrometry.",include_primary_synthesis,"validated quantitative assay for artemisinin and precursor metabolites","Primary analytical method and localization study; method performance does not by itself establish pathway flux or cross-species comparability."
17345348,"Formation of Artemisinin in Artemisia annua During One Vegetation Period.",include_primary_synthesis,"developmental artemisinin accumulation and cross-species comparison","Primary historical developmental chemistry study; stage, regulator, and limited cross-species sampling are retained as bounded context."
23251523,"An endophytic Pseudonocardia species induces the production of artemisinin in Artemisia annua.",include_primary_synthesis,"endophyte colonization, pathway-gene expression, and artemisinin accumulation","Primary plant-microbe induction study; growth effects and condition dependence prevent a universal inoculation or flux claim."
28533790,"AaPDR3, a PDR Transporter 3, Is Involved in Sesquiterpene beta-Caryophyllene Transport in Artemisia annua.",include_primary_synthesis,"beta-caryophyllene transport and tissue/development regulation","Primary transporter genetics and heterologous assay; function is A. annua-specific until cross-species validation."
28940606,"The roles of AaMIXTA1 in regulating the initiation of glandular trichomes and cuticle biosynthesis in Artemisia annua.",include_primary_synthesis,"glandular-trichome initiation, cuticle biosynthesis, and artemisinin","Primary transgenic developmental study; engineered trichome changes do not establish natural evolution or broad terpene flux."
29301032,"ARTEMISININ BIOSYNTHESIS PROMOTING KINASE 1 positively regulates artemisinin biosynthesis through phosphorylating AabZIP1.",include_primary_synthesis,"ABA-responsive kinase phosphorylation and artemisinin regulation","Primary post-translational regulation study; overexpression effects do not establish natural selection or cross-species conservation."
31093899,"Characterization of a class III peroxidase from Artemisia annua: relevance to artemisinin metabolism and beyond.",include_primary_synthesis,"peroxidase, artemisinin metabolism, and lignification","Primary perturbation and structural-model study; docking and inverse expression are not direct turnover proof."
31947602,"Direct Activation of TRPC3 Channels by the Antimalarial Agent Artemisinin.",include_primary_synthesis,"mammalian TRPC3 off-target pharmacology","Primary mammalian channel study; it informs safety counterscreens and is not evidence for a parasite target."
33857913,"Transcriptomic analysis reveals the parallel transcriptional regulation of UV-B-induced artemisinin and flavonoid accumulation in Artemisia annua L.",include_primary_synthesis,"UV-B transcriptomics and coordinated artemisinin/flavonoid regulation","Primary environmental transcriptome and reporter study; parallel regulation does not prove chemical synergy."
36296479,"From Plant to Yeast-Advances in Biosynthesis of Artemisinin.",include_review_context,"heterologous yeast production and plant artemisinin engineering","Relevant review for production context; fermentation output is not native plant abundance or parasite efficacy."
37721598,"Manual correction of genome annotation improved alternative splicing identification of Artemisia annua.",include_primary_synthesis,"annotation quality, alternative splicing, expression, and function prediction","Primary annotation-quality study; corrected models still require common reannotation and orthology testing across species."
42482341,"Unraveling the Catalytic Promiscuity Mechanism of Triterpene Synthase AaOSC-22030 via Multiscale QM/MM Simulations and Mutagenesis.",include_primary_synthesis,"A. argyi triterpene-synthase promiscuity, mutagenesis, and active-site mechanism","Primary enzyme/mutagenesis study with computational mechanism; engineered product specificity is not native abundance or antiparasitic evidence."
40398524,"Biotransformation of artemisinin by human intestinal fungi and cytotoxicity against breast cancer cells of its metabolites.",include_primary_synthesis,"human intestinal fungal transformation of artemisinin","Primary microbiome biotransformation study; cancer-cell endpoints do not establish parasite efficacy or clinical safety."
23597248,"Quantitative structure-activity relationships of the antimalarial agent artemisinin and some of its derivatives - a DFT approach.",include_computational_context,"DFT reactivity descriptors and antimalarial QSAR","Computational model useful for hypothesis generation; model fit does not establish target engagement or in-vivo mechanism."
12110308,"Molecular docking and 3-D-QSAR studies on the possible antimalarial mechanism of artemisinin analogues.",include_computational_context,"artemisinin-analogue hemin docking and 3-D-QSAR","Computational hemin-interaction hypothesis; docking does not establish binding geometry in vivo or a necessary parasite mechanism."
9409011,"Extraction of artemisinin and artemisinic acid from Artemisia annua L. using supercritical carbon dioxide.",include_primary_synthesis,"supercritical extraction and stability of artemisinin and artemisinic acid","Primary process-chemistry study; recovery efficiency is not biological efficacy or native pathway flux."
38576787,"Functional analysis of CYP71AV1 reveals the evolutionary landscape of artemisinin biosynthesis.",include_primary_synthesis,"A. annua CYP71AV1/GAO evolutionary reclassification and recombinant enzyme function","Primary evolutionary-biology and enzyme-function study; AMOHAP reclassification informs pathway evolution, but one species and one copy do not establish genus-wide orthology, native flux, or antiparasitic activity."
10503642,"Studies on dynamics of growth and biosynthesis of artemisinin in hairy roots of Artemisia annua L.",include_primary_synthesis,"A. annua hairy-root growth and artemisinin production dynamics","Primary culture study informs line- and condition-dependent production; transformed roots are not native aerial chemotypes and no parasite assay was reported."
17252398,"Effect of plant density on the yields of artemisinin and essential oil in Artemisia annua cropped under low input cost management in North-Central India.",include_primary_synthesis,"A. annua field density, artemisinin yield, and essential-oil yield","Primary field study informs canopy and agronomic covariates; site-specific yield does not establish pathway evolution or antiparasitic potency."
32128603,"Impact of Long-Term Copper Exposure on Growth, Photosynthesis, Antioxidant Defence System and Artemisinin Biosynthesis in Soil-Grown Artemisia annua Genotypes.",include_primary_synthesis,"A. annua genotype-by-copper-stress effects on artemisinin","Primary environmental-stress study reports nonlinear copper effects across three genotypes; it does not establish an antiparasitic intervention or natural adaptation."
33533541,"Exogenous hydrogen sulphide alleviates copper stress impacts in Artemisia annua L.: Growth, antioxidant metabolism, glandular trichome development and artemisinin biosynthesis.",include_primary_synthesis,"A. annua hydrogen-sulfide rescue, trichomes, and artemisinin under copper stress","Primary stress-rescue study links trichome phenotype and artemisinin content; exogenous treatment does not establish natural conservation or parasite activity."
34593786,"AaWRKY17, a positive regulator of artemisinin biosynthesis, is involved in resistance to Pseudomonas syringae in Artemisia annua.",include_primary_synthesis,"A. annua AaWRKY17 defense-linked ADS regulation and artemisinin","Primary transcriptional/regulatory study informs defense-linked pathway evolution; transgenic resistance and artemisinin gain do not establish terpene-wide or antiparasitic function."
36478140,"Profiling of phytohormone-specific microRNAs and characterization of the miR160-ARF1 module involved in glandular trichome development and artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,"A. annua miR160-ARF1 control of trichomes and artemisinin biosynthesis","Primary multi-omic and perturbation study informs post-transcriptional regulation; one-species engineering evidence does not establish cross-species conservation or parasite efficacy."
35869631,"50th anniversary of artemisinin: From the discovery to allele-aware genome assembly of Artemisia annua",include_review_context,"allele-aware A. annua genome and artemisinin history","Relevant review context for haplotype-aware pathway interpretation; no abstract was available and it is not used as primary quantitative evidence."
8739100,"Hairy root culture of Artemisia annua L. by Ri plasmid transformation and biosynthesis of artemisinin.",include_primary_synthesis,"A. annua Ri-plasmid hairy-root production and culture-factor effects","Primary transformed-root study reports artemisinin production and condition-dependent growth/output; transformed roots are not native aerial chemotypes and no parasite assay was reported."
37321306,"Nitric oxide induces antioxidant machinery, PSII functioning and artemisinin biosynthesis in Artemisia annua under cadmium stress.",include_primary_synthesis,"A. annua nitric-oxide rescue under cadmium stress, trichomes, and artemisinin","Primary stress-physiology study links an NO donor to stress rescue and higher artemisinin; exogenous treatment does not establish natural conservation, field practice, or parasite efficacy."
39590312,"The Antiviral and Antimalarial Prodrug Artemisinin from the Artemisia Species: A Review.",include_review_context,"artemisinin chemistry, extraction, antimalarial mechanism, and translational review context","Recent review directly informs the malaria section; its broad synthesis is not substituted for primary parasite, pharmacokinetic, or plant-pathway records."
38403974,"Chemical composition and toxicity of Moroccan mentha spicata and Artemisia absinthium essential oils against Pthorimaea operculella, the potato moth.",include_primary_synthesis,"Moroccan A. absinthium oil composition and stage-specific potato-moth toxicity","Primary oil-composition and agricultural-insect study; mixture-level activity is not helminth vermifuge evidence and does not identify a causal compound."
28361549,"Antimicrobial sesquiterpene lactones from Artemisia sieberi.",include_primary_synthesis,"A. sieberi structure-confirmed sesquiterpene-lactone isolation and antimicrobial context","Primary isolation study expands STL chemical space; antimicrobial endpoints are not antiparasitic assays and do not establish constituent safety."
9369092,"Artemisinin: an endoperoxidic antimalarial from Artemisia annua L.",include_review_context,"historical artemisinin chemistry and antimalarial review context","Foundational indexed review; no abstract was available in the current retrieval, so it supplies historical context rather than new quantitative evidence."
29007534,"Indian Santonin: Extracted from the Indian Species of Artemisia Maritima.",include_historical_context,"historical A. maritima santonin attribution and vermifuge context","Historical indexed record with PMC archival access; retained for provenance of santonin use, not for a modern dose, efficacy magnitude, or safety claim."
37638613,"Review of the Chemical Composition and Biological Activities of Essential Oils from Artemisia Argyi, Artemisia Princeps, and Artemisia Montana.",include_review_context,"comparative East Asian Artemisia essential-oil chemistry and reported biological activities","Review is useful for discovery and cross-species oil framing; it does not replace primary specimen chemistry or establish a terpene-specific antiparasitic effect."
36698769,"Intraspecific variation in genome size in Artemisia argyi determined using flow cytometry and a genome survey.",include_primary_synthesis,"A. argyi accession-level genome-size variation and genome-survey context","Primary cytometry/genome-survey study informs cytotype and dosage-aware comparative genomics; it does not by itself resolve TPS orthology, ploidy for every accession, or terpene flux."
39268001,"Transcriptome dynamics in Artemisia annua provides new insights into cold adaptation and de-adaptation.",include_primary_synthesis,"A. annua leaf/root cold-adaptation and de-adaptation transcriptome/metabolite dynamics","Primary organ- and time-resolved environmental study supports tissue-aware chemotype sampling; it is not direct evidence of parasite activity or cross-species conservation."
38840044,"Comparative and phylogenetic analysis of the complete chloroplast genomes of 10 Artemisia selengensis resources based on high-throughput sequencing.",include_primary_synthesis,"A. selengensis resource-level plastome comparison and phylogeny","Primary plastome study supports chloroplast phylogenetic context and marker selection; plastid relationships cannot substitute for nuclear TPS orthology or pathway-function evidence."
38714088,"Physiology and transcriptome analysis of Artemisia argyi adaptation and accumulation to soil cadmium.",include_primary_synthesis,"A. argyi cadmium stress physiology and terpenoid-related transcriptome response","Primary stress/transcriptome study supports environmental context; pathway-expression changes do not establish native flux, adaptive fitness, or antiparasitic activity."
34297325,"The karyotype, genome survey, and assembly of Mud artemisia (Artemisia selengensis).",include_primary_synthesis,"A. selengensis karyotype, genome-size, and preliminary assembly context","Primary cytogenomic study informs genome architecture and cytotype-aware sampling; the fragmented assembly and failed k-mer peak do not support gene-family or pathway-completeness claims."
36899296,"Comparative analysis of complete Artemisia subgenus Seriphidium (Asteraceae: Anthemideae) chloroplast genomes: insights into structural divergence and phylogenetic relationships.",include_primary_synthesis,"Seriphidium plastome sampling, structural variation, and phylogenetic relationships","Primary broad plastome study supports taxonomic sampling; plastid topology cannot substitute for nuclear TPS orthology, duplication/loss, or enzyme function."
38621973,"[Simultaneous determination of seven artemisinin-related compounds in Artemisia annua by UPLC-QQQ-MS/MS].",include_primary_synthesis,"A. annua tissue-resolved targeted quantification of seven artemisinin-pathway compounds","Primary analytical method supports multi-analyte tissue harmonization; quantitative detection is not parasite efficacy or proof of native flux without complementary pathway evidence."
38880338,"Integrated multi-omics analysis reveals genes involved in flavonoid biosynthesis and trichome development of Artemisia argyi.",include_primary_synthesis,"A. argyi trichome development and flavonoid multi-omics with heterologous validation","Primary study is retained as a non-terpene trichome/development control; heterologous gene effects do not establish terpene flux or antiparasitic activity."
40382557,"Physiological changes and full-length transcriptome of Artemisia sphaerocephala in response to drought stress.",include_primary_synthesis,"A. sphaerocephala drought and rewatering physiology plus full-length transcriptome","Primary environmental transcriptome study supports drought-aware comparative sampling; no direct terpene product or parasite phenotype is reported."
31450007,"Chloroplast genome sequences of Artemisia maritima and Artemisia absinthium: Comparative analyses, mutational hotspots in genus Artemisia and phylogeny in family Asteraceae.",include_primary_synthesis,"A. maritima and A. absinthium plastome comparison and wormwood accession sampling","Primary plastome study provides a taxonomic and marker-selection scaffold for the wormwood comparison; plastid similarity does not establish nuclear terpene-gene orthology or vermifuge function."
34316676,"Artemisia annua and artemisinins are ineffective against human Babesia microti and six Candida sp.",include_primary_synthesis,"negative A. annua/artemisinin Babesia and Candida translation control","Primary in-vivo and in-vitro negative evidence is important for preventing overgeneralization from malaria; its dose and organism boundaries remain explicit."
25017866,"Bioactivity of essential oil of Artemisia argyi Lévl. et Van. and its main compounds against Lasioderma serricorne.",include_primary_synthesis,"A. argyi oil, isolated monoterpenes/sesquiterpene, and stored-product insect activity","Primary GC-MS, isolation, and contact/fumigant/repellency study provides constituent-resolved arthropod evidence; it is not a helminth or human therapeutic assay."
35170197,"Comparative Study of the Essential Oil and Hydrosol Composition of Sweet Wormwood (Artemisia annua L.) from Serbia.",include_primary_synthesis,"A. annua oil/hydrosol chemotype and preparation partitioning","Primary composition study supports chemotype and preparation-aware comparisons across 61 accessions; it does not establish antiparasitic activity or product equivalence."
20000780,"Dimeric guaianolides and sesquiterpenoids from Artemisia anomala.",include_primary_synthesis,"A. anomala dimeric and monomeric guaianolide isolation","Primary structure-confirmed STL isolation expands dimeric lactone coverage; cytotoxic/COX-2 endpoints are not antiparasitic evidence."
20486075,"Highly oxygenated guaianolides from Artemisia dubia.",include_primary_synthesis,"A. dubia highly oxygenated guaianolide isolation","Primary spectroscopy-led isolation expands non-artemisinin STL chemical space; weak tumor-cell effects do not establish parasite activity."
29945382,"[Guaianolides from aerial parts of Artemisia myriantha].",include_primary_synthesis,"A. myriantha aerial-part guaianolide isolation","Primary isolation record supports specimen-level guaianolide diversity; reported cytotoxicity is not antiparasitic evidence."
31181920,"Sesquiterpene Lactones from Artemisia argyi: Absolute Configuration and Immunosuppressant Activity",include_primary_synthesis,"A. argyi STL isolation, ECD/VCD configuration, and cell-based activity","Primary activity-guided isolation and stereochemical study is directly relevant to authenticated STL chemistry; immune-cell activity does not establish parasite efficacy or safety."
31264475,"Three new sesquiterpenoids with cytotoxic activity from Artemisia argyi",include_primary_synthesis,"A. argyi leaf eudesmane and guaianolide isolation","Primary structure-confirmed leaf chemistry expands sesquiterpene coverage; cytotoxicity does not establish antiparasitic activity or pathway function."
17368686,"The effect of essential oils of dietary wormwood (Artemisia princeps), with and without added vitamin E, on oxidative stress and some genes involved in cholesterol metabolism.",include_primary_synthesis,"A. princeps essential-oil host response and toxicity","Primary wormwood-oil study provides preparation-specific mammalian response and concentration-dependent cytotoxicity; it is a safety boundary rather than antiparasitic evidence."
22999168,"Automating gene library synthesis by structure-based combinatorial protein engineering: examples from plant sesquiterpene synthases.",include_primary_synthesis,"sesquiterpene synthase combinatorial protein engineering","Primary methods study directly supports sequence-function experiments for terpene synthase evolution; it is methodological and does not establish native Artemisia function."
23148700,"Facile preparation of bioactive seco-guaianolides and guaianolides from Artemisia gorgonum and evaluation of their phytotoxicity.",include_primary_synthesis,"A. gorgonum sesquiterpene lactone structure and phytotoxicity","Primary structure and X-ray-supported stereochemical study expands STL coverage; phytotoxicity does not establish antiparasitic efficacy."
38346546,"Guaianolide sesquiterpenes and their activity from Artemisia mongolica.",include_primary_synthesis,"A. mongolica dimeric and monomeric guaianolide isolation","Primary NMR/HRESIMS/ECD and X-ray-supported isolation expands STL chemical space; melanogenesis and anti-inflammatory endpoints are not parasite efficacy."
32842729,"Artemyrianolides A-S, Cytotoxic Sesquiterpenoids from Artemisia myriantha.",include_primary_synthesis,"A. myriantha sesquiterpenolide isolation across germacranolide, guaianolide, and eudesmanolide classes","Primary structure-confirmed isolation expands authenticated STL space; hepatoma cytotoxicity is not antiparasitic evidence."
35809862,"Artemidubolides A-T, cytotoxic unreported guaiane-type sesquiterpenoid dimers against three hepatoma cell lines from Artemisia dubia.",include_primary_synthesis,"A. dubia dimeric guaiane-type sesquiterpenoid isolation and structure assignment","Primary LC-MS-guided isolation with X-ray confirmation expands dimeric guaianolide space; Diels-Alder proposals and hepatoma cytotoxicity do not establish native pathway function or parasite activity."
37156434,"Artemiprinolides A-M, thirteen undescribed sesquiterpenoid dimers from Artemisia princeps and their antihepatoma activity.",include_primary_synthesis,"A. princeps dimeric sesquiterpenoid isolation, X-ray/ECD structure assignment, and cytotoxicity","Primary structure-confirmed isolation is relevant to STL diversity; antihepatoma activity and PRKACA docking are not antiparasitic or validated parasite-protein evidence."
39889862,"Sesquiterpene lactones from Artemisia porrecta Krasch.ex Poljakov and their anti-inflammatory, cytotoxic and anti-vitiligo activities.",include_primary_synthesis,"A. porrecta STL isolation spanning eudesmanolide, germacranolide, melampolide, and heliangolide classes","Primary spectroscopy/ECD/X-ray isolation expands class-balanced STL coverage; anti-inflammatory activity is not parasite efficacy."
40228702,"Artemiyrianins A-H, guaiane-type sesquiterpenoids from Artemisia myriantha var. pleiocephala and their antihepatoma activity.",include_primary_synthesis,"A. myriantha var. pleiocephala guaiane sesquiterpenoid isolation and cell activity","Primary structure-confirmed variety-specific chemistry expands C15 coverage; hepatoma-cell inhibition does not establish antiparasitic activity or pathway evolution."
37993076,"Highly oxygenated guaiane-type sesquiterpene lactones from Artemisia sacrorum and their antihepatoma activity.",include_primary_synthesis,"A. sacrorum highly oxygenated guaiane-type STL isolation","Primary structure-confirmed isolation expands rearranged and acetoxylated STL space; hepatoma activity is not antiparasitic evidence."
35301035,"Sesquiterpene lactones from Artemisia mongolica.",include_primary_synthesis,"A. mongolica whole-plant STL isolation and stereochemical assignment","Primary isolation with ECD and X-ray support broadens authenticated STL diversity; tumor-cell endpoints are not parasite efficacy."
36572116,"Artemleucolides A-L, eudesmane-type sesquiterpenoids from Artemisia leucophylla and their antihepatoma cytotoxicity.",include_primary_synthesis,"A. leucophylla eudesmane-type sesquiterpenoid isolation","Primary structure-confirmed isolation expands C15 eudesmane architecture; cytotoxicity is not antiparasitic evidence."
31703759,"Monomeric and dimeric sesquiterpene lactones from Artemisia heptapotamica.",include_primary_synthesis,"A. heptapotamica monomeric/dimeric STL isolation and NF-kB assay","Primary isolation supports population-bounded STL occurrence; inflammatory-cell activity does not establish parasite efficacy."
40047612,"Artemselenoids A-H, eight guaiane-type sesquiterpenoid dimers from Artemisia selengensis and their antihepatoma activities.",include_primary_synthesis,"A. selengensis dimeric guaianolide isolation and assembly hypotheses","Primary structure study expands dimeric guaianolide space; proposed cycloadditions and hepatoma activity do not establish native biosynthesis or parasite activity."
39826810,"Artemyriantholidimers A-G, undescribed guaiane-type sesquiterpenoid dimers from Artemisia myriantha and their antihepatoma activities.",include_primary_synthesis,"A. myriantha dimeric guaiane-type sesquiterpenoid isolation","Primary structure-confirmed isolation expands dimeric STL space; docking/SPR and hepatoma activity are not validated parasite-target evidence."
39708992,"Artemordosins A-L, cadinane-monoterpene heterodimers and sesquiterpenoids with antihepatoma activity from Artemisia ordosica.",include_primary_synthesis,"A. ordosica mixed C10/C15 heterodimer and sesquiterpenoid isolation","Primary structure analysis expands mixed terpene architecture; hepatoma activity is not antiparasitic evidence."
